Entry	Entry Name	Length	Cofactor	Catalytic activity	Binding site	Annotation	EC number	Protein existence	Gene Names (ordered locus)	Gene Names (primary)
Q12466	TCB1_YEAST	1186	COFACTOR: Name=Ca(2+); Xref=ChEBI:CHEBI:29108; Evidence={ECO:0000255|PROSITE-ProRule:PRU00041}; Note=Binds 3 Ca(2+) ions per subunit. The ions are bound to the C2 domains. {ECO:0000250};		BINDING 1008; /ligand="Ca(2+)"; /ligand_id="ChEBI:CHEBI:29108"; /ligand_label="1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00041"; BINDING 1008; /ligand="Ca(2+)"; /ligand_id="ChEBI:CHEBI:29108"; /ligand_label="2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00041"; BINDING 1014; /ligand="Ca(2+)"; /ligand_id="ChEBI:CHEBI:29108"; /ligand_label="1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00041"; BINDING 1064; /ligand="Ca(2+)"; /ligand_id="ChEBI:CHEBI:29108"; /ligand_label="1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00041"; BINDING 1064; /ligand="Ca(2+)"; /ligand_id="ChEBI:CHEBI:29108"; /ligand_label="2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00041"; BINDING 1066; /ligand="Ca(2+)"; /ligand_id="ChEBI:CHEBI:29108"; /ligand_label="1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00041"; BINDING 1066; /ligand="Ca(2+)"; /ligand_id="ChEBI:CHEBI:29108"; /ligand_label="2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00041"; BINDING 1066; /ligand="Ca(2+)"; /ligand_id="ChEBI:CHEBI:29108"; /ligand_label="3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00041"; BINDING 1069; /ligand="Ca(2+)"; /ligand_id="ChEBI:CHEBI:29108"; /ligand_label="3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00041"; BINDING 1072; /ligand="Ca(2+)"; /ligand_id="ChEBI:CHEBI:29108"; /ligand_label="2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00041"; BINDING 1072; /ligand="Ca(2+)"; /ligand_id="ChEBI:CHEBI:29108"; /ligand_label="3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00041"	5.0		Evidence at protein level	YOR086C	TCB1
Q12468	CSN5_YEAST	440	COFACTOR: Name=a divalent metal cation; Xref=ChEBI:CHEBI:60240; Evidence={ECO:0000250};		BINDING 164; /ligand="Zn(2+)"; /ligand_id="ChEBI:CHEBI:29105"; /ligand_note="catalytic"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01182"; BINDING 166; /ligand="Zn(2+)"; /ligand_id="ChEBI:CHEBI:29105"; /ligand_note="catalytic"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01182"; BINDING 177; /ligand="Zn(2+)"; /ligand_id="ChEBI:CHEBI:29105"; /ligand_note="catalytic"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01182"	5.0	3.4.-.-	Evidence at protein level	YDL216C	RRI1
Q12469	SKM1_YEAST	655		CATALYTIC ACTIVITY: Reaction=ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]; Xref=Rhea:RHEA:17989, Rhea:RHEA-COMP:9863, Rhea:RHEA-COMP:11604, ChEBI:CHEBI:15378, ChEBI:CHEBI:29999, ChEBI:CHEBI:30616, ChEBI:CHEBI:83421, ChEBI:CHEBI:456216; EC=2.7.11.1; CATALYTIC ACTIVITY: Reaction=ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]; Xref=Rhea:RHEA:46608, Rhea:RHEA-COMP:11060, Rhea:RHEA-COMP:11605, ChEBI:CHEBI:15378, ChEBI:CHEBI:30013, ChEBI:CHEBI:30616, ChEBI:CHEBI:61977, ChEBI:CHEBI:456216; EC=2.7.11.1;	BINDING 366..374; /ligand="ATP"; /ligand_id="ChEBI:CHEBI:30616"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"; BINDING 406; /ligand="ATP"; /ligand_id="ChEBI:CHEBI:30616"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"	5.0	2.7.11.1	Evidence at protein level	YOL113W	SKM1
Q12472	YD21B_YEAST	1770		CATALYTIC ACTIVITY: Reaction=a 2'-deoxyribonucleoside 5'-triphosphate + DNA(n) = diphosphate + DNA(n+1); Xref=Rhea:RHEA:22508, Rhea:RHEA-COMP:17339, Rhea:RHEA-COMP:17340, ChEBI:CHEBI:33019, ChEBI:CHEBI:61560, ChEBI:CHEBI:173112; EC=2.7.7.49; CATALYTIC ACTIVITY: Reaction=a 2'-deoxyribonucleoside 5'-triphosphate + DNA(n) = diphosphate + DNA(n+1); Xref=Rhea:RHEA:22508, Rhea:RHEA-COMP:17339, Rhea:RHEA-COMP:17340, ChEBI:CHEBI:33019, ChEBI:CHEBI:61560, ChEBI:CHEBI:173112; EC=2.7.7.7; CATALYTIC ACTIVITY: Reaction=Endonucleolytic cleavage to 5'-phosphomonoester.; EC=3.1.26.4;	BINDING 667; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="1"; /ligand_note="catalytic; for integrase activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 732; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="1"; /ligand_note="catalytic; for integrase activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 1361; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="2"; /ligand_note="catalytic; for reverse transcriptase activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 1442; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="2"; /ligand_note="catalytic; for reverse transcriptase activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 1443; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="2"; /ligand_note="catalytic; for reverse transcriptase activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 1625; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="3"; /ligand_note="catalytic; for RNase H activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 1667; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="3"; /ligand_note="catalytic; for RNase H activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 1700; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="3"; /ligand_note="catalytic; for RNase H activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"	5.0	2.7.7.49; 2.7.7.7; 3.1.26.4; 3.4.23.-	Evidence at protein level	YDR034C-D	TY2B-DR1
Q12473	FRE6_YEAST	712	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000305};	CATALYTIC ACTIVITY: Reaction=2 a Fe(II)-siderophore + H(+) + NADP(+) = 2 a Fe(III)-siderophore + NADPH; Xref=Rhea:RHEA:28795, Rhea:RHEA-COMP:11342, Rhea:RHEA-COMP:11344, ChEBI:CHEBI:15378, ChEBI:CHEBI:29033, ChEBI:CHEBI:29034, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.16.1.9;	BINDING 323; /ligand="heme"; /ligand_id="ChEBI:CHEBI:30413"; /ligand_label="1"; /ligand_part="Fe"; /ligand_part_id="ChEBI:CHEBI:18248"; /note="axial binding residue"; /evidence="ECO:0000250"; BINDING 337; /ligand="heme"; /ligand_id="ChEBI:CHEBI:30413"; /ligand_label="2"; /ligand_part="Fe"; /ligand_part_id="ChEBI:CHEBI:18248"; /note="axial binding residue"; /evidence="ECO:0000250"; BINDING 393; /ligand="heme"; /ligand_id="ChEBI:CHEBI:30413"; /ligand_label="1"; /ligand_part="Fe"; /ligand_part_id="ChEBI:CHEBI:18248"; /note="axial binding residue"; /evidence="ECO:0000250"; BINDING 407; /ligand="heme"; /ligand_id="ChEBI:CHEBI:30413"; /ligand_label="2"; /ligand_part="Fe"; /ligand_part_id="ChEBI:CHEBI:18248"; /note="axial binding residue"; /evidence="ECO:0000250"; BINDING 493..499; /ligand="FAD"; /ligand_id="ChEBI:CHEBI:57692"; /evidence="ECO:0000255"; BINDING 538..541; /ligand="NADP(+)"; /ligand_id="ChEBI:CHEBI:58349"; /evidence="ECO:0000255"; BINDING 678..679; /ligand="NADP(+)"; /ligand_id="ChEBI:CHEBI:58349"; /evidence="ECO:0000255"	5.0	1.16.1.9	Evidence at protein level	YLL051C	FRE6
Q12476	AIR2_YEAST	344				5.0		Evidence at protein level	YDL175C	AIR2
Q12481	RRP36_YEAST	300				5.0		Evidence at protein level	YOR287C	RRP36
Q12482	AGC1_YEAST	902				5.0		Inferred from homology	YPR021C	AGC1
Q12483	SNF8_YEAST	233				5.0		Evidence at protein level	YPL002C	SNF8
Q12488	PSF1_YEAST	208				5.0		Evidence at protein level	YDR013W	PSF1
Q12490	YB11B_YEAST	1755		CATALYTIC ACTIVITY: Reaction=a 2'-deoxyribonucleoside 5'-triphosphate + DNA(n) = diphosphate + DNA(n+1); Xref=Rhea:RHEA:22508, Rhea:RHEA-COMP:17339, Rhea:RHEA-COMP:17340, ChEBI:CHEBI:33019, ChEBI:CHEBI:61560, ChEBI:CHEBI:173112; EC=2.7.7.49; CATALYTIC ACTIVITY: Reaction=a 2'-deoxyribonucleoside 5'-triphosphate + DNA(n) = diphosphate + DNA(n+1); Xref=Rhea:RHEA:22508, Rhea:RHEA-COMP:17339, Rhea:RHEA-COMP:17340, ChEBI:CHEBI:33019, ChEBI:CHEBI:61560, ChEBI:CHEBI:173112; EC=2.7.7.7; CATALYTIC ACTIVITY: Reaction=Endonucleolytic cleavage to 5'-phosphomonoester.; EC=3.1.26.4;	BINDING 671; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="1"; /ligand_note="catalytic; for integrase activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 736; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="1"; /ligand_note="catalytic; for integrase activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 1346; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="2"; /ligand_note="catalytic; for reverse transcriptase activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 1427; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="2"; /ligand_note="catalytic; for reverse transcriptase activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 1428; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="2"; /ligand_note="catalytic; for reverse transcriptase activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 1610; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="3"; /ligand_note="catalytic; for RNase H activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 1652; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="3"; /ligand_note="catalytic; for RNase H activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 1685; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="3"; /ligand_note="catalytic; for RNase H activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"	5.0	2.7.7.49; 2.7.7.7; 3.1.26.4; 3.4.23.-	Evidence at protein level	YBL005W-B	TY1B-BL
Q12491	YB21B_YEAST	1770		CATALYTIC ACTIVITY: Reaction=a 2'-deoxyribonucleoside 5'-triphosphate + DNA(n) = diphosphate + DNA(n+1); Xref=Rhea:RHEA:22508, Rhea:RHEA-COMP:17339, Rhea:RHEA-COMP:17340, ChEBI:CHEBI:33019, ChEBI:CHEBI:61560, ChEBI:CHEBI:173112; EC=2.7.7.49; CATALYTIC ACTIVITY: Reaction=a 2'-deoxyribonucleoside 5'-triphosphate + DNA(n) = diphosphate + DNA(n+1); Xref=Rhea:RHEA:22508, Rhea:RHEA-COMP:17339, Rhea:RHEA-COMP:17340, ChEBI:CHEBI:33019, ChEBI:CHEBI:61560, ChEBI:CHEBI:173112; EC=2.7.7.7; CATALYTIC ACTIVITY: Reaction=Endonucleolytic cleavage to 5'-phosphomonoester.; EC=3.1.26.4;	BINDING 667; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="1"; /ligand_note="catalytic; for integrase activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 732; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="1"; /ligand_note="catalytic; for integrase activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 1361; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="2"; /ligand_note="catalytic; for reverse transcriptase activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 1442; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="2"; /ligand_note="catalytic; for reverse transcriptase activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 1443; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="2"; /ligand_note="catalytic; for reverse transcriptase activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 1625; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="3"; /ligand_note="catalytic; for RNase H activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 1667; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="3"; /ligand_note="catalytic; for RNase H activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 1700; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="3"; /ligand_note="catalytic; for RNase H activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"	5.0	2.7.7.49; 2.7.7.7; 3.1.26.4; 3.4.23.-	Inferred from homology	YBL100W-B	TY2B-B
Q12494	KCS1_YEAST	1050		CATALYTIC ACTIVITY: Reaction=1D-myo-inositol hexakisphosphate + ATP = 5-diphospho-1D-myo-inositol 1,2,3,4,6-pentakisphosphate + ADP; Xref=Rhea:RHEA:12793, ChEBI:CHEBI:30616, ChEBI:CHEBI:58130, ChEBI:CHEBI:58628, ChEBI:CHEBI:456216; EC=2.7.4.21; CATALYTIC ACTIVITY: Reaction=1-diphospho-myo-inositol 2,3,4,5,6-pentakisphosphate + ATP + H(+) = 1,5-bis(diphospho)-1D-myo-inositol 2,3,4,6-tetrakisphosphate + ADP; Xref=Rhea:RHEA:37467, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:74946, ChEBI:CHEBI:77983, ChEBI:CHEBI:456216; EC=2.7.4.21;	BINDING 772..780; /ligand="substrate"; /evidence="ECO:0000250"	5.0	2.7.4.21	Evidence at protein level	YDR017C	KCS1
Q12495	RLF2_YEAST	606				5.0		Evidence at protein level	YPR018W	RLF2
Q12499	NOP58_YEAST	511				5.0		Evidence at protein level	YOR310C	NOP58
Q12501	YO22B_YEAST	1770		CATALYTIC ACTIVITY: Reaction=a 2'-deoxyribonucleoside 5'-triphosphate + DNA(n) = diphosphate + DNA(n+1); Xref=Rhea:RHEA:22508, Rhea:RHEA-COMP:17339, Rhea:RHEA-COMP:17340, ChEBI:CHEBI:33019, ChEBI:CHEBI:61560, ChEBI:CHEBI:173112; EC=2.7.7.49; CATALYTIC ACTIVITY: Reaction=a 2'-deoxyribonucleoside 5'-triphosphate + DNA(n) = diphosphate + DNA(n+1); Xref=Rhea:RHEA:22508, Rhea:RHEA-COMP:17339, Rhea:RHEA-COMP:17340, ChEBI:CHEBI:33019, ChEBI:CHEBI:61560, ChEBI:CHEBI:173112; EC=2.7.7.7; CATALYTIC ACTIVITY: Reaction=Endonucleolytic cleavage to 5'-phosphomonoester.; EC=3.1.26.4;	BINDING 667; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="1"; /ligand_note="catalytic; for integrase activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 732; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="1"; /ligand_note="catalytic; for integrase activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 1361; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="2"; /ligand_note="catalytic; for reverse transcriptase activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 1442; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="2"; /ligand_note="catalytic; for reverse transcriptase activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 1443; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="2"; /ligand_note="catalytic; for reverse transcriptase activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 1625; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="3"; /ligand_note="catalytic; for RNase H activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 1667; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="3"; /ligand_note="catalytic; for RNase H activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"; BINDING 1700; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /ligand_label="3"; /ligand_note="catalytic; for RNase H activity"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00457"	5.0	2.7.7.49; 2.7.7.7; 3.1.26.4; 3.4.23.-	Evidence at protein level	YOR343W-B	TY2B-OR2
Q12502	LDB19_YEAST	818				5.0		Evidence at protein level	YOR322C	LDB19
Q12505	SKS1_YEAST	502		CATALYTIC ACTIVITY: Reaction=ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]; Xref=Rhea:RHEA:17989, Rhea:RHEA-COMP:9863, Rhea:RHEA-COMP:11604, ChEBI:CHEBI:15378, ChEBI:CHEBI:29999, ChEBI:CHEBI:30616, ChEBI:CHEBI:83421, ChEBI:CHEBI:456216; EC=2.7.11.1; CATALYTIC ACTIVITY: Reaction=ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]; Xref=Rhea:RHEA:46608, Rhea:RHEA-COMP:11060, Rhea:RHEA-COMP:11605, ChEBI:CHEBI:15378, ChEBI:CHEBI:30013, ChEBI:CHEBI:30616, ChEBI:CHEBI:61977, ChEBI:CHEBI:456216; EC=2.7.11.1;	BINDING 16..24; /ligand="ATP"; /ligand_id="ChEBI:CHEBI:30616"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"; BINDING 39; /ligand="ATP"; /ligand_id="ChEBI:CHEBI:30616"	5.0	2.7.11.1	Evidence at protein level	YPL026C	SKS1
Q12508	RMD5_YEAST	421		CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine + [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.; EC=2.3.2.27; Evidence={ECO:0000269|PubMed:18508925, ECO:0000305|PubMed:12686616};		5.0	2.3.2.27	Evidence at protein level	YDR255C	RMD5
Q12509	ARP6_YEAST	438				5.0		Evidence at protein level	YLR085C	ARP6
Q12511	PDP1_YEAST	572	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250}; Note=Binds 2 magnesium or manganese ions per subunit. {ECO:0000250};	CATALYTIC ACTIVITY: Reaction=H2O + O-phospho-L-seryl-[pyruvate dehydrogenase E1 alpha subunit] = L-seryl-[pyruvate dehydrogenase E1 alpha subunit] + phosphate; Xref=Rhea:RHEA:12669, Rhea:RHEA-COMP:13689, Rhea:RHEA-COMP:13690, ChEBI:CHEBI:15377, ChEBI:CHEBI:29999, ChEBI:CHEBI:43474, ChEBI:CHEBI:83421; EC=3.1.3.43; Evidence={ECO:0000305|PubMed:18180296}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:12670; Evidence={ECO:0000305|PubMed:18180296};	BINDING 197; /ligand="Mn(2+)"; /ligand_id="ChEBI:CHEBI:29035"; /ligand_label="1"; /evidence="ECO:0000250"; BINDING 197; /ligand="Mn(2+)"; /ligand_id="ChEBI:CHEBI:29035"; /ligand_label="2"; /evidence="ECO:0000250"; BINDING 198; /ligand="Mn(2+)"; /ligand_id="ChEBI:CHEBI:29035"; /ligand_label="1"; /evidence="ECO:0000250"; BINDING 424; /ligand="Mn(2+)"; /ligand_id="ChEBI:CHEBI:29035"; /ligand_label="2"; /evidence="ECO:0000250"; BINDING 480; /ligand="Mn(2+)"; /ligand_id="ChEBI:CHEBI:29035"; /ligand_label="2"; /evidence="ECO:0000250"	5.0	3.1.3.43	Evidence at protein level	YOR090C	PTC5
Q12514	NOT5_YEAST	560				5.0		Evidence at protein level	YPR072W	NOT5
Q12517	DCP1_YEAST	231				5.0		Evidence at protein level	YOL149W	DCP1
Q12518	ENT1_YEAST	454				5.0		Evidence at protein level	YDL161W	ENT1
Q12522	IF6_YEAST	245				5.0		Evidence at protein level	YPR016C	TIF6
Q12524	PCD1_YEAST	340	COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250}; Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250};	CATALYTIC ACTIVITY: Reaction=8-oxo-dGTP + H2O = 8-oxo-dGMP + diphosphate + H(+); Xref=Rhea:RHEA:31575, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:33019, ChEBI:CHEBI:63224, ChEBI:CHEBI:77896; EC=3.6.1.55; Evidence={ECO:0000269|PubMed:10922370};	BINDING 93; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /evidence="ECO:0000250"; BINDING 97; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /evidence="ECO:0000250"	5.0	3.6.1.55	Evidence at protein level	YLR151C	PCD1
Q12527	ATG11_YEAST	1178				5.0		Evidence at protein level	YPR049C	ATG11
Q12530	RMP1_YEAST	201				5.0		Evidence at protein level	YLR145W	RMP1
Q12532	RQC2_YEAST	1038				5.0		Evidence at protein level	YPL009C	RQC2
Q12674	ATC8_YEAST	1656		CATALYTIC ACTIVITY: Reaction=ATP + H2O + phospholipidSide 1 = ADP + phosphate + phospholipidSide 2.; EC=7.6.2.1;		5.0	7.6.2.1	Evidence at protein level	YMR162C	DNF3
Q12675	ATC4_YEAST	1612		CATALYTIC ACTIVITY: Reaction=ATP + H2O + phospholipidSide 1 = ADP + phosphate + phospholipidSide 2.; EC=7.6.2.1;		5.0	7.6.2.1	Evidence at protein level	YDR093W	DNF2
Q12680	GLT1_YEAST	2145	COFACTOR: Name=[3Fe-4S] cluster; Xref=ChEBI:CHEBI:21137; Note=Binds 1 [3Fe-4S] cluster.; COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210;	CATALYTIC ACTIVITY: Reaction=2 L-glutamate + NAD(+) = 2-oxoglutarate + H(+) + L-glutamine + NADH; Xref=Rhea:RHEA:13753, ChEBI:CHEBI:15378, ChEBI:CHEBI:16810, ChEBI:CHEBI:29985, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945, ChEBI:CHEBI:58359; EC=1.4.1.14; Evidence={ECO:0000269|PubMed:4362465, ECO:0000269|PubMed:7047525, ECO:0000269|PubMed:7836314};	BINDING 1132..1189; /ligand="FMN"; /ligand_id="ChEBI:CHEBI:58210"; /evidence="ECO:0000250"; BINDING 1185; /ligand="[3Fe-4S] cluster"; /ligand_id="ChEBI:CHEBI:21137"; /evidence="ECO:0000250"; BINDING 1191; /ligand="[3Fe-4S] cluster"; /ligand_id="ChEBI:CHEBI:21137"; /evidence="ECO:0000250"; BINDING 1196; /ligand="[3Fe-4S] cluster"; /ligand_id="ChEBI:CHEBI:21137"; /evidence="ECO:0000250"; BINDING 1928..1942; /ligand="NAD(+)"; /ligand_id="ChEBI:CHEBI:57540"; /evidence="ECO:0000255"	5.0	1.4.1.14	Evidence at protein level	YDL171C	GLT1
Q12692	H2AZ_YEAST	134				5.0		Evidence at protein level	YOL012C	HTZ1
Q12697	YPK9_YEAST	1472		CATALYTIC ACTIVITY: Reaction=ATP + H2O = ADP + H(+) + phosphate; Xref=Rhea:RHEA:13065, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:456216;	BINDING 1187; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /evidence="ECO:0000250"; BINDING 1191; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /evidence="ECO:0000250"	5.0	7.2.2.-	Evidence at protein level	YOR291W	YPK9
Q12734	CSR2_YEAST	1121				5.0		Evidence at protein level	YPR030W	CSR2
Q12745	SEC39_YEAST	709				5.0		Evidence at protein level	YLR440C	SEC39
Q12746	PGA3_YEAST	312	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250};	CATALYTIC ACTIVITY: Reaction=2 Fe(III)-[cytochrome b5] + NADH = 2 Fe(II)-[cytochrome b5] + H(+) + NAD(+); Xref=Rhea:RHEA:46680, Rhea:RHEA-COMP:10438, Rhea:RHEA-COMP:10439, ChEBI:CHEBI:15378, ChEBI:CHEBI:29033, ChEBI:CHEBI:29034, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.6.2.2; Evidence={ECO:0000269|PubMed:19239415};	BINDING 153..168; /ligand="FAD"; /ligand_id="ChEBI:CHEBI:57692"; /evidence="ECO:0000250"; BINDING 179..211; /ligand="FAD"; /ligand_id="ChEBI:CHEBI:57692"; /evidence="ECO:0000250"	5.0	1.6.2.2	Evidence at protein level	YML125C	PGA3
Q12748	CENPI_YEAST	733				5.0		Evidence at protein level	YLR381W	CTF3
Q12749	SMC6_YEAST	1114			BINDING 109..116; /ligand="ATP"; /ligand_id="ChEBI:CHEBI:30616"; /evidence="ECO:0000255"	5.0		Evidence at protein level	YLR383W	SMC6
Q12754	RRP12_YEAST	1228				5.0		Evidence at protein level	YPL012W	RRP12
Q3E754	RS21B_YEAST	87				5.0		Evidence at protein level	YJL136C	RPS21B
Q3E757	RL11B_YEAST	174				5.0		Evidence at protein level	YGR085C	RPL11B
Q3E772	LSO2_YEAST	92				5.0		Evidence at protein level	YGR169C-A	LSO2
Q3E792	RS25A_YEAST	108				5.0		Evidence at protein level	YGR027C	RPS25A
Q3E793	BOL1_YEAST	110				5.0		Evidence at protein level	YAL044W-A	BOL1
Q3E7B6	VA0E_YEAST	73				5.0		Evidence at protein level	YCL005W-A	VMA9
Q3E7C1	TFB5_YEAST	72				5.0		Evidence at protein level	YDR079C-A	TFB5
Q3E7X9	RS28A_YEAST	67				5.0		Evidence at protein level	YOR167C	RPS28A
